"Gene.Symbol","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102","first","second","third"
"MCL1",1276.6,603.6,479.3,478,610.8,"MCL1",NA,NA
"HSPA1A /// HSPA1B",1710.1,1296.6,1545.8,1394.1,2249.2,"HSPA1A","HSPA1B",NA
"HSPA1A /// HSPA1B /// HSPA1L",857.3,628.8,701.2,588.4,2058.8,"HSPA1A","HSPA1B","HSPA1L"
"ACTB",13129.7,16322,13868.5,11427.7,13499.4,"ACTB",NA,NA
"SARS",654.9,633.1,814.1,524.2,496.3,"SARS",NA,NA
"TMBIM6",665.4,871.1,814.8,896.8,531.6,"TMBIM6",NA,NA
"TMBIM6",825.1,1103,812.3,832.1,715.5,"TMBIM6",NA,NA
"LMAN2",111.9,155.1,137.8,131.8,92.9,"LMAN2",NA,NA
"HSPD1",538.5,658.4,590.3,557.1,408.8,"HSPD1",NA,NA
"HSPD1",811.4,1073.2,989.7,954.6,994,"HSPD1",NA,NA
"ZYX",732.5,1139.8,1567.7,1296.6,1206.4,"ZYX",NA,NA
"RPL12",3842.2,6734,6148.6,3929,4415.9,"RPL12",NA,NA
"CIRBP",848.6,827,738.3,626.8,675.1,"CIRBP",NA,NA
"CIRBP",879.4,621,579.8,605.9,577.2,"CIRBP",NA,NA
"CCT7",300.9,393.7,407.8,404.5,447.4,"CCT7",NA,NA
"PAFAH1B1",342.4,458.1,428,368.2,337.8,"PAFAH1B1",NA,NA
"PSME1",633.3,491.3,463.9,649.3,787.5,"PSME1",NA,NA
"PAFAH1B1",213.4,196.8,182.1,168.1,140.6,"PAFAH1B1",NA,NA
"PAFAH1B1",437.3,464.7,361.2,522.5,481,"PAFAH1B1",NA,NA
"RPS10",5815,7446.2,7652.6,4136.7,4652.1,"RPS10",NA,NA
"ATP5O",728.9,1072.4,939.2,787.2,857.9,"ATP5O",NA,NA
"RPS15",4387.1,5189.1,5787.3,3600.5,3839,"RPS15",NA,NA
"PSMD8",274.7,372.9,437.3,289.8,264.3,"PSMD8",NA,NA
"LAMP2",163.7,103.3,84.3,147.9,180.5,"LAMP2",NA,NA
"TPI1",563.4,849.5,948.9,581.2,579.2,"TPI1",NA,NA
"RPL29",2018.2,2229.3,2476.2,1580.3,1767.1,"RPL29",NA,NA
"GSTP1",316.9,603.9,427.6,458.5,412,"GSTP1",NA,NA
"HYOU1",343.6,309.6,352.5,391.4,329.4,"HYOU1",NA,NA
"SNRPD2",757.7,1373.8,1233.8,717.6,710.1,"SNRPD2",NA,NA
"PLOD1",140.5,221.3,264,189.6,190.9,"PLOD1",NA,NA
"ZNF207",796.7,739.5,848,729,742.7,"ZNF207",NA,NA
"ZNF207",480.6,293.5,311.3,456.5,456.9,"ZNF207",NA,NA
"PSMD2",263.6,638.7,533.6,285.8,323.3,"PSMD2",NA,NA
"SCD",27.2,83.9,64.9,37.5,20.4,"SCD",NA,NA
"SCD",26.3,172.9,87.7,42.3,5.2,"SCD",NA,NA
"RAP1B",742.8,741.1,750.8,819.3,833.6,"RAP1B",NA,NA
"RPS21",4220.1,3306.1,3143.9,2899.2,2743.3,"RPS21",NA,NA
"MAP4",5.5,20.1,32.9,13.7,10.2,"MAP4",NA,NA
"MAP4",248.5,201.2,295.7,280.4,266.8,"MAP4",NA,NA
"BCAP31",226,348.8,315.6,384.4,359.1,"BCAP31",NA,NA
"CTSB",514.6,572.3,695.6,871.1,1115.7,"CTSB",NA,NA
"CTSB",670.7,1395.8,1735.2,1156,1122.7,"CTSB",NA,NA
"KARS",628.4,561.9,385.6,661.2,997.5,"KARS",NA,NA
"EPRS",62.9,45.1,36.6,20.9,67.6,"EPRS",NA,NA
"EPRS",142.3,170.7,137.9,181.8,132.9,"EPRS",NA,NA
"EPRS",182.5,214.3,197.3,187.4,233.1,"EPRS",NA,NA
"PRDX6",471.7,1428.3,1721.3,623,814.8,"PRDX6",NA,NA
"PRDX6",568,563.6,865,502.4,718.2,"PRDX6",NA,NA
"PPP1CA",114.2,238.3,186,173.6,182.5,"PPP1CA",NA,NA
"SARAF",736.4,515.2,580.1,715.9,545.9,"SARAF",NA,NA
"AHCYL1",175,122.4,186.6,185.3,235.6,"AHCYL1",NA,NA
"AHCYL1",310.5,329.1,275.9,321.2,251.4,"AHCYL1",NA,NA
"AHCYL1",777.5,868.5,751.1,828,798.7,"AHCYL1",NA,NA
"IST1",511.8,500,450.3,444.5,491.3,"IST1",NA,NA
"GNB2",328.6,469.9,491,388.9,392.8,"GNB2",NA,NA
"H2AFZ",437.1,445,603.4,688.4,460.6,"H2AFZ",NA,NA
"NCOR1",251.2,301.9,260.4,218.6,202.5,"NCOR1",NA,NA
"NCOR1",101.2,78.5,94.9,87.5,106.9,"NCOR1",NA,NA
"NCOR1",112.3,58.5,80.1,126.6,64.9,"NCOR1",NA,NA
"NCOR1",320.4,205.2,208,194.8,190.6,"NCOR1",NA,NA
"RPS8 /// SNORD38B /// SNORD55",2626.5,2476.1,2420.2,2317,2542,"RPS8","SNORD38B","SNORD55"
"FLNA",3731.8,6790,7184.9,4968.9,4953.2,"FLNA",NA,NA
"CNOT1",410,451.1,398.2,385.9,361.5,"CNOT1",NA,NA
"CNOT1",171.1,153.8,155.9,165.5,162.6,"CNOT1",NA,NA
"DHCR24",130.5,222.1,115.7,94.9,72.2,"DHCR24",NA,NA
"RAB11A",645.7,684.3,691.3,650.1,475,"RAB11A",NA,NA
"RAB11A",130.7,90.7,74.7,165.3,186.6,"RAB11A",NA,NA
"EIF3F",7.6,24.1,3.3,5.1,5.7,"EIF3F",NA,NA
"PSAP",1508.3,1230,1822.8,1547.7,1716.4,"PSAP",NA,NA
"RNF114",127.7,199,66.6,135.8,138.2,"RNF114",NA,NA
"RNF114",236.3,206.6,187.9,166.3,157.4,"RNF114",NA,NA
"RPL18A /// SNORA68",5082.1,4460.5,4509.8,4234.4,4066.2,"RPL18A","SNORA68",NA
"STRAP",565.8,784,784.5,654.3,616.9,"STRAP",NA,NA
"PSAP",3166.4,3078.6,3491.7,3033.2,2687.6,"PSAP",NA,NA
"S100A10",2549.4,1199.4,2355.1,1248.9,1588.9,"S100A10",NA,NA
"CCT8",369.9,448.9,366.5,388.3,408.9,"CCT8",NA,NA
"MIR1292 /// NOP56 /// SNORD110 /// SNORD57 /// SNORD86",119.3,120,114.3,132.1,105.4,"MIR1292","NOP56","SNORD110"
"MIR1292 /// NOP56 /// SNORD110 /// SNORD57 /// SNORD86",216.5,325.1,326.3,228,214.8,"MIR1292","NOP56","SNORD110"
"PSMB1",531.1,687.9,760.1,625.6,490.4,"PSMB1",NA,NA
"CCT4",921.9,1041.7,1090.4,1018.5,889.6,"CCT4",NA,NA
"EPAS1",1273.7,1031.6,1001.1,1457.3,1819.1,"EPAS1",NA,NA
"EPAS1",121.1,161.1,191.1,166.8,152.8,"EPAS1",NA,NA
"DNAJA1",586.3,331.8,343,463.1,486.1,"DNAJA1",NA,NA
"DNAJA1",703.1,529.1,405.2,497.8,522.6,"DNAJA1",NA,NA
"PSMD4",351.2,392.5,498.4,295.5,424.8,"PSMD4",NA,NA
"UQCRC2",287.7,270.2,318.1,348.4,416,"UQCRC2",NA,NA
"CKB",256.1,906.1,850.8,547.3,819,"CKB",NA,NA
"RHOC",441.9,612.1,704.5,585,650.5,"RHOC",NA,NA
"PGAM1",609.3,1095.3,1177,759.5,795.7,"PGAM1",NA,NA
"STAT1",279.6,299.7,278.2,209.7,353.8,"STAT1",NA,NA
"RPL23 /// SNORA21",4611.9,5106.3,4225.7,3112.7,3452.3,"RPL23","SNORA21",NA
"SSR1",165.4,122.5,208.9,228.3,209.4,"SSR1",NA,NA
"SSR1",86.7,100.6,103.8,123.1,144.1,"SSR1",NA,NA
"SSR1",494.5,414.7,357,527.4,538.6,"SSR1",NA,NA
"TRA2B",364.3,325.2,333.8,253.2,249.2,"TRA2B",NA,NA
"TRA2B",721.8,692.3,629.3,736.9,778.1,"TRA2B",NA,NA
"FKBP4",95.6,126.7,79.4,71.4,62,"FKBP4",NA,NA
"FKBP4",129,253.8,187.2,161.3,123.5,"FKBP4",NA,NA
"HDGF",594.2,573.7,593.6,558.8,490.6,"HDGF",NA,NA
"PALLD",2615.5,3498.8,3702.3,3589.5,3826.6,"PALLD",NA,NA
"MGEA5",210,332.5,270.9,254.9,401.3,"MGEA5",NA,NA
"MGEA5",284.5,170.4,212.6,300.2,343.2,"MGEA5",NA,NA
"M6PR",130.4,160.3,183.4,152.5,115.8,"M6PR",NA,NA
"M6PR /// PHC1",247.1,272.3,298,268.7,299.3,"M6PR","PHC1",NA
"15-Sep",404,359.2,405.7,419.6,353.8,"15-Sep",NA,NA
"AHCY",163.8,262.4,244.6,198.1,193.1,"AHCY",NA,NA
"HLA-E",887.4,648.1,828.7,602.3,791.1,"HLA-E",NA,NA
"HLA-E",1912.6,1542.1,1900.4,1526.2,1755.3,"HLA-E",NA,NA
"PALLD",459.8,979.6,1042.6,726.7,710.4,"PALLD",NA,NA
"PALLD",1634.4,2292.4,2532.6,1988.5,2199.3,"PALLD",NA,NA
"RPLP2",4.8,10.4,30.9,23.5,18.4,"RPLP2",NA,NA
"RPLP2 /// SNORA52",4585.5,4787,4721.3,3968.2,4620.2,"RPLP2","SNORA52",NA
"CCT3 /// LOC101927137",440.3,566.6,652.3,504.4,561,"CCT3","LOC101927137",NA
"TACC1",1704.2,1889.5,1988.9,1790.2,1626.2,"TACC1",NA,NA
"EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2",3279.4,2879.7,2547.6,3097.1,2620,"EIF4A2","MIR1248","SNORA4"
"PPM1G",70.2,179.2,100.2,95.2,114.7,"PPM1G",NA,NA
"KTN1",190.2,82.5,96.4,202.3,201.4,"KTN1",NA,NA
"KTN1",621,474.4,512.5,617.9,750.9,"KTN1",NA,NA
"TAGLN2",667.8,721.6,674.3,510,570,"TAGLN2",NA,NA
"SRPR",84.4,137.5,220.7,100.9,101.3,"SRPR",NA,NA
"SRPR",392.4,614.2,611.4,408.2,422.4,"SRPR",NA,NA
"PHC2",445.6,402.8,464.3,493.8,498.1,"PHC2",NA,NA
"BTG1",933.1,1058.4,969.5,876.3,752.1,"BTG1",NA,NA
"BTG1",927.3,437.9,478.2,664.5,878.1,"BTG1",NA,NA
"KDELR1",187.6,150,232,185.9,162.8,"KDELR1",NA,NA
"LGALS3BP",870.2,754.5,922.1,1000.9,1190.6,"LGALS3BP",NA,NA
"SLC3A2",154.2,273.3,173.3,116.7,120.7,"SLC3A2",NA,NA
"COX6A1",801.2,1989.2,1767.4,999.9,1093,"COX6A1",NA,NA
"RPS23",7241.7,8341.9,7826.8,5117.1,5766.1,"RPS23",NA,NA
"RAB14",261.5,289.4,194.1,229.7,255.1,"RAB14",NA,NA
"RAB14",40.2,17,12.6,34.6,26.3,"RAB14",NA,NA
"TMED10",415.4,406.3,483.7,480.8,415.9,"TMED10",NA,NA
"VCL",58.1,197.6,353.1,140.5,208.1,"VCL",NA,NA
"VCL",2221.3,3765.6,2778.1,1998,1861.2,"VCL",NA,NA
"DCTN2",331.6,707.8,598.2,301.5,287.2,"DCTN2",NA,NA
"RPS4X",7363.1,8397.2,7100.8,6061.8,6193.4,"RPS4X",NA,NA
"DEK",592.4,334.6,381.3,428.6,481.7,"DEK",NA,NA
"CALR",58.1,85.2,115.1,79.4,72.9,"CALR",NA,NA
"RPL8",3630.4,4426.2,3425.9,3224.3,3426.8,"RPL8",NA,NA
"RPL5 /// SNORD21",3068.2,3023.8,2853.9,2819.1,2682.5,"RPL5","SNORD21",NA
"RERE",1.7,4.2,3.5,1.6,7.2,"RERE",NA,NA
"RERE",62.2,18.4,39.2,59,34.1,"RERE",NA,NA
"RERE",778.5,382.4,612.3,587.9,447.8,"RERE",NA,NA
"HSBP1",265.3,288.5,244.4,249.8,188.3,"HSBP1",NA,NA
"HSBP1",495.5,398,597.4,589.7,471.7,"HSBP1",NA,NA
"HMGN1",450.7,1113.4,318.7,869.2,1182.5,"HMGN1",NA,NA
"HMGN1 /// LOC101927733",511.8,992.3,711,637.4,555.5,"HMGN1","LOC101927733",NA
"SEC31A",784.7,846.6,956.3,1017.9,1107,"SEC31A",NA,NA
"GLUD1",288.5,284.9,256.6,313.1,376.2,"GLUD1",NA,NA
"GLUD1",253.4,151.1,205.3,259.4,342.9,"GLUD1",NA,NA
"MLF2",345,578,570.5,498.8,509.8,"MLF2",NA,NA
"RPS20 /// SNORD54",3834.1,4189.4,3924,3132.4,2933.5,"RPS20","SNORD54",NA
"ARPC1A",241.1,435.4,466.2,393.4,411.9,"ARPC1A",NA,NA
"CCND2",50.5,68.3,101.7,29.6,47.8,"CCND2",NA,NA
"CCND2",112.9,93.2,116.9,114.2,98.5,"CCND2",NA,NA
"CCND2",997.2,866,1026.4,784.3,944.4,"CCND2",NA,NA
"ATP6V0C",176.6,280.1,229.9,159.7,208.3,"ATP6V0C",NA,NA
"IMMT",299.8,242.8,301.7,248.7,280.5,"IMMT",NA,NA
"SSRP1",179.4,207.7,156.1,168.6,147.7,"SSRP1",NA,NA
"SSRP1",158.1,171.9,183.9,135.2,161,"SSRP1",NA,NA
"SDCBP",1186.5,1069.1,1049.5,1015.1,1177.2,"SDCBP",NA,NA
"FUS",359.7,565.2,473.6,272.8,256.5,"FUS",NA,NA
"CLTA",782.2,829.3,1202.7,836.1,959,"CLTA",NA,NA
"SEPHS2",103.3,124,150,129.7,146.1,"SEPHS2",NA,NA
"RPL31",265.3,182.5,173,291,263.7,"RPL31",NA,NA
"RPL31",6448.7,8548.9,7303.3,5739,5323.4,"RPL31",NA,NA
"UBA1",891.1,1201,1210.8,839.9,966.2,"UBA1",NA,NA
"ABLIM1",540.8,620.8,510,738.6,852.7,"ABLIM1",NA,NA
"ALDOA",986.5,2148.3,2172.8,1396.1,1956.3,"ALDOA",NA,NA
"PPIB",517.3,963.4,1121.1,956.8,1003.8,"PPIB",NA,NA
"PPIB",523,1254.5,1400.4,855.7,783.4,"PPIB",NA,NA
"LOC101928061 /// SERP1",175.1,149.8,139.3,153.9,181.9,"LOC101928061","SERP1",NA
"SERP1",367.2,170.8,267.3,294.9,391,"SERP1",NA,NA
"LOC101928061 /// SERP1",420.4,554.5,526.7,425.9,563.2,"LOC101928061","SERP1",NA
"TSPAN3",572.1,614.9,538,642.9,713.5,"TSPAN3",NA,NA
"TSPAN3",246.2,338.8,425.9,351.9,355.3,"TSPAN3",NA,NA
"ACTA2",8844.1,12214.2,11060.9,8038.8,7641.8,"ACTA2",NA,NA
"PPT1",593.2,425.3,504.4,555.3,579,"PPT1",NA,NA
"TAX1BP1",510.2,716.6,511.4,486.7,533,"TAX1BP1",NA,NA
"TAX1BP1",393.6,590.8,372.8,472.2,564,"TAX1BP1",NA,NA
"MDH1",435.2,1008.5,1354.8,712.5,830.9,"MDH1",NA,NA
"PDHA1",105.4,95.5,79.3,109.3,97.3,"PDHA1",NA,NA
"PDHA1",253.7,395.1,363.1,223.6,197.4,"PDHA1",NA,NA
"GNAS",3386.4,6157.2,5085.9,3151.4,3546.8,"GNAS",NA,NA
"ANXA6",334.9,812.1,857.5,727.9,737.4,"ANXA6",NA,NA
"CD59",1373,1316.1,1450.8,1539.7,1399.4,"CD59",NA,NA
"CD59",1053,819.6,958.3,1310.5,1106.2,"CD59",NA,NA
"CD59",1149.3,906.6,997.2,1209.1,1324.6,"CD59",NA,NA
"SERPING1",1085.3,526.9,613.6,680.8,782.1,"SERPING1",NA,NA
"PSME3",167.1,197,251.5,218.3,143.4,"PSME3",NA,NA
"PSME3",47.5,86.4,52,79.1,47.5,"PSME3",NA,NA
"HIF1A",594.7,762.9,370.3,501.5,517.2,"HIF1A",NA,NA
"TRIM28",507.6,394.3,455.4,348.3,414.6,"TRIM28",NA,NA
"SNX17",166.6,165.9,186.7,141.6,174.1,"SNX17",NA,NA
"IPO7",377.4,287.4,339,410.8,377.3,"IPO7",NA,NA
"IPO7",464.2,455.6,422.8,552.5,548.1,"IPO7",NA,NA
"IPO7",281.8,157.2,188.8,284.8,257.4,"IPO7",NA,NA
"IPO7",162.9,143.8,102.5,166.2,191,"IPO7",NA,NA
"ACTR3",480.8,578.4,660.5,708.1,946.9,"ACTR3",NA,NA
"RBM14-RBM4 /// RBM4",245.2,365.3,262.6,265,228.4,"RBM14-RBM4","RBM4",NA
"CKAP4",132.8,252.7,247,291.5,270.5,"CKAP4",NA,NA
"CKAP4",172.1,583.5,448,530.6,573.6,"CKAP4",NA,NA
"AARS",549.2,661.6,729.8,410.7,440.1,"AARS",NA,NA
"TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2",150.6,147.5,217.7,178.5,171.1,"TMEM189","TMEM189-UBE2V1","UBE2V1"
"TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2",311.1,441.7,487.5,420.1,594.8,"TMEM189","TMEM189-UBE2V1","UBE2V1"
"TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2",280.5,280.8,238.8,398.2,377.6,"TMEM189","TMEM189-UBE2V1","UBE2V1"
"SSR4",565.3,887.9,756.4,667.6,756.9,"SSR4",NA,NA
"CD9",1342.5,1333.1,1047.1,1090.7,1192.6,"CD9",NA,NA
"PRDX2",52.3,50.4,44.1,62,50,"PRDX2",NA,NA
"HADHB",415.9,743.1,638.7,450,501.6,"HADHB",NA,NA
"TXNIP",957.1,951.6,1020.2,1028.5,1239.6,"TXNIP",NA,NA
"TXNIP",1420.5,1843.3,1446.5,1917.9,1636.6,"TXNIP",NA,NA
"TXNIP",2134.3,2622.6,1934.1,2537.5,2698.6,"TXNIP",NA,NA
"RPN1",254.2,494.6,385.3,328.5,371.7,"RPN1",NA,NA
"ANXA1",1904.6,1347.2,1126,1446.7,1336.3,"ANXA1",NA,NA
"PAICS",131.2,123.9,127.7,128.5,146.8,"PAICS",NA,NA
"PAICS",102.1,108.2,140.6,93.2,97.4,"PAICS",NA,NA
"JUP",256.8,307.5,204.7,189.8,200.2,"JUP",NA,NA
"EIF1AX",128.7,60.9,65.4,146.1,142.5,"EIF1AX",NA,NA
"EIF1AX",211.5,264.6,260.7,226.4,127.6,"EIF1AX",NA,NA
"EIF1AX",365,278.1,283.7,260.7,272.3,"EIF1AX",NA,NA
"EIF1AX",522.8,260.2,278.5,630.9,639.9,"EIF1AX",NA,NA
"YWHAH",503.2,307.9,331.6,431.6,395,"YWHAH",NA,NA
"DSTN",2782.2,1799,2461.6,3520.4,3553.5,"DSTN",NA,NA
"DSTN",4203,6044.3,5195,5505,5565,"DSTN",NA,NA
"TAF7",437,419.4,422.2,384.5,418.2,"TAF7",NA,NA
"EIF5B",67.1,115.9,132.9,98.4,138.5,"EIF5B",NA,NA
"EIF5B",105.7,70.5,52.6,99.2,86.5,"EIF5B",NA,NA
"EIF5B",59.5,29.4,42,69.9,38.9,"EIF5B",NA,NA
"EIF5B",176.2,150.3,160.3,168.7,165.2,"EIF5B",NA,NA
"CD99",794.9,1089.6,1916.9,906.4,834.5,"CD99",NA,NA
"CD99",1353.3,2151.6,3010.9,1596,1606.5,"CD99",NA,NA
"LDHB",939.5,1671,1509.6,1012,802.7,"LDHB",NA,NA
"HNRNPH1",806.8,345.1,318.9,691.4,701.2,"HNRNPH1",NA,NA
"BLCAP",192.5,243,257.1,224.3,234.6,"BLCAP",NA,NA
"RPLP0",4658.1,7908.7,7078.5,5732,5760.3,"RPLP0",NA,NA
"ADD3",582.1,378,347.9,452.7,411.8,"ADD3",NA,NA
"HADH",232.3,256.2,515.6,379.8,325.3,"HADH",NA,NA
"HADH",148.4,213,438.5,308.6,456.2,"HADH",NA,NA
"PFKP",463.2,317.3,520.7,423.1,512.9,"PFKP",NA,NA
"ANP32A",99.1,79.1,81.7,149.6,147,"ANP32A",NA,NA
"RAD23A",246.5,302.5,268.4,303.3,252.9,"RAD23A",NA,NA
"GNAI2",242.6,253.2,286.9,232,276.6,"GNAI2",NA,NA
"DUSP1",9039.9,5913.7,6645,3350.6,3468.7,"DUSP1",NA,NA
"TGM2",230.9,545.1,558.7,539.4,399.7,"TGM2",NA,NA
"ANP32A",79.9,113.2,111.7,119.3,71.4,"ANP32A",NA,NA
"DUSP1",970.8,663.4,731.7,244.1,262.8,"DUSP1",NA,NA
"RAB6A /// WTH3DI",12.8,69.1,3.3,48.8,36.3,"RAB6A","WTH3DI",NA
"RAD23A",276.3,333.1,380.2,203.5,298.6,"RAD23A",NA,NA
"RAB6A /// WTH3DI",522.4,617.9,608.4,510.4,574.6,"RAB6A","WTH3DI",NA
"RAB6A /// WTH3DI",62,59.1,70.4,77.4,69.2,"RAB6A","WTH3DI",NA
"RPS18",8888.7,11304.8,8848,6209.4,6047.9,"RPS18",NA,NA
"PLD3",201.8,270.5,251.4,142,295.3,"PLD3",NA,NA
"ANP32A",423.3,247.3,292.3,406.6,517.5,"ANP32A",NA,NA
"PSMF1",171.6,157.2,172.9,233,224.9,"PSMF1",NA,NA
"PSMF1",126.1,67.9,71.7,100.4,165.6,"PSMF1",NA,NA
"HNRNPA0",611.9,770.2,718.1,671.3,776.5,"HNRNPA0",NA,NA
"HNRNPA0",192.1,218.7,172.4,232.8,208.1,"HNRNPA0",NA,NA
"GOLGB1",183.3,190,159.8,203.6,161.7,"GOLGB1",NA,NA
"GOLGB1",446,506.6,494.8,442.9,412.8,"GOLGB1",NA,NA
"MYL9",2661.5,7642,8603.9,5570.1,5976.5,"MYL9",NA,NA
"CTTN",521.9,453.9,339.2,372.6,434.1,"CTTN",NA,NA
"STOM",947.7,488.2,848.2,515.8,572.3,"STOM",NA,NA
"STOM",1222.2,1396.9,1128.8,978.9,993.5,"STOM",NA,NA
"STOM",1.4,1,12,11.7,3.6,"STOM",NA,NA
"RCN1",226,418.2,362,341.3,350.1,"RCN1",NA,NA
"LOC100996696 /// PABPC4",384.9,451.7,469.5,474.1,532,"LOC100996696","PABPC4",NA
"GTF2I /// GTF2IP1 /// LOC100093631",489.3,498.1,474.9,510.4,530.1,"GTF2I","GTF2IP1","LOC100093631"
"CYC1",231.7,252.7,313.1,302.2,263.6,"CYC1",NA,NA
"PSMC2",102.3,135.7,103.1,140.9,98.6,"PSMC2",NA,NA
"PSMC2",382.2,442.5,453.4,500.4,472.7,"PSMC2",NA,NA
"MMP2",1464.3,1056.8,1825.2,1484,1224.9,"MMP2",NA,NA
"SF3B1",270.4,269.9,210.7,257.9,182.1,"SF3B1",NA,NA
"SF3B1",1286.2,1116.2,1135.4,1203.7,1156.4,"SF3B1",NA,NA
"SMARCC1",95.8,36.4,76.9,108.7,89.4,"SMARCC1",NA,NA
"SMARCC1",131.7,105.9,92.3,122,123.7,"SMARCC1",NA,NA
"SMARCC1",190,169,162.6,224.6,216.4,"SMARCC1",NA,NA
"SMARCC1",161.6,115.8,129.3,170.6,166.9,"SMARCC1",NA,NA
"NHP2L1",172.9,308.4,219.1,169.2,160.7,"NHP2L1",NA,NA
"ANXA2 /// NHP2L1",460.2,660.5,589.8,543,486.8,"ANXA2","NHP2L1",NA
"TM9SF2",499.1,441,480.4,471.2,426.6,"TM9SF2",NA,NA
"SYNGR2",188.6,115.8,174.5,253.4,159.5,"SYNGR2",NA,NA
"PIP4K2B",148.6,204.3,168.3,216,216.6,"PIP4K2B",NA,NA
"PIP4K2B",85.2,80,85.5,121.5,115.9,"PIP4K2B",NA,NA
"DCTN1 /// SLC4A5",170.3,192.8,286.9,197.6,239.8,"DCTN1","SLC4A5",NA
"BCLAF1",40.7,41.5,29.2,42.7,16.3,"BCLAF1",NA,NA
"BCLAF1",998.3,617.6,592.3,872.4,573.1,"BCLAF1",NA,NA
"SON",78.2,121.7,79.7,73.5,55.3,"SON",NA,NA
"SON",754.9,558.6,636.9,737.9,594.5,"SON",NA,NA
"PXN",304.1,216.5,129.6,245.6,242.7,"PXN",NA,NA
"KPNA2",139.9,106.6,66.7,136.8,187.3,"KPNA2",NA,NA
"ATP6V1B2",207.3,226.4,283.9,256.8,231.2,"ATP6V1B2",NA,NA
"TUBA1B",3147.4,4407,5107.2,3220.1,3930.9,"TUBA1B",NA,NA
"CBX3",120.3,56.9,80.8,178.7,133.8,"CBX3",NA,NA
"RBBP7",589.6,912.9,938.9,735.9,829.1,"RBBP7",NA,NA
"SDHA",252.6,268.8,280.9,281.4,156.4,"SDHA",NA,NA
"RPS29",5043.3,5109.5,4841.8,4993.3,5360.1,"RPS29",NA,NA
"DAP",153.9,331.8,334.3,183.7,359.3,"DAP",NA,NA
"ARF4",445.8,550.9,638.3,489.1,511.5,"ARF4",NA,NA
"ARF4",972.1,850.1,873.5,990.8,1042.1,"ARF4",NA,NA
"COPB2",269.9,328.9,337,294.7,279.4,"COPB2",NA,NA
"USP9X",307.9,253,196.1,305.8,242.8,"USP9X",NA,NA
"USP9X",358.7,438.3,362.3,408.1,392.1,"USP9X",NA,NA
"BCLAF1",92.6,175,166,185.3,103,"BCLAF1",NA,NA
"PFKL",175.6,199.3,157.4,209.1,179.9,"PFKL",NA,NA
"NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9",1135.8,795.1,919.1,906.7,969.9,"NBPF10","NBPF11","NBPF12"
"NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8 /// NBPF9",726.3,798.5,994.9,728.4,787.1,"NBPF10","NBPF11","NBPF14"
"LGALS1",4328.5,8110,6376.8,4358.7,4347.6,"LGALS1",NA,NA
"GPX4",565.9,471.6,516.6,459.8,403.1,"GPX4",NA,NA
"THBS1",11.1,220.3,95.3,21.4,11.1,"THBS1",NA,NA
"THBS1",424.4,1376.4,716.1,369.5,506.4,"THBS1",NA,NA
"THBS1",427.8,1723.4,753.1,368.3,489.7,"THBS1",NA,NA
"THBS1",331,419.4,221.9,305.8,395.9,"THBS1",NA,NA
"CSE1L",102.5,77.5,84.7,144.9,109.7,"CSE1L",NA,NA
"CSE1L",371.4,330.3,339.1,366.2,386.9,"CSE1L",NA,NA
"TUFM",272.9,546.6,530.2,370,411.9,"TUFM",NA,NA
"PSMA7",388.7,484,408.1,513.2,539.8,"PSMA7",NA,NA
"POLD2",119.8,163.8,184.7,148.6,119.1,"POLD2",NA,NA
"CPE",320.6,232.1,320.3,568.1,423.1,"CPE",NA,NA
"CPE",243.6,59.1,113.4,359.6,298.3,"CPE",NA,NA
"PGD",99.8,97.8,120.5,79.7,78.1,"PGD",NA,NA
"COX8A",459.9,937,955.5,634.4,972.8,"COX8A",NA,NA
"PGRMC1",471.9,354.9,331.8,404,260.8,"PGRMC1",NA,NA
"PGRMC1",879.3,362.9,410.4,788.5,823.3,"PGRMC1",NA,NA
"EIF5A",235.9,257.6,129.6,285,195.4,"EIF5A",NA,NA
"EIF5A",371.4,387.2,89.5,512.6,370.5,"EIF5A",NA,NA
"ITGB5",180.9,78.1,90.8,157,78.5,"ITGB5",NA,NA
"ITGB5",479.8,373.8,572.3,505.6,584.5,"ITGB5",NA,NA
"MGAT1",226.8,238.9,274.6,271.1,259.2,"MGAT1",NA,NA
"ACLY",118.9,130.9,203.3,149.7,120.5,"ACLY",NA,NA
"ACLY",289.6,410.9,469.4,347.3,404,"ACLY",NA,NA
"SRSF7",260.9,434.4,215.1,262.7,184.1,"SRSF7",NA,NA
"CDH1",24.9,16.1,3.9,19.2,7.6,"CDH1",NA,NA
"CDH1",15.5,203.2,11.3,52.4,3.2,"CDH1",NA,NA
"HNRNPH2 /// RPL36A-HNRNPH2",241.8,160.9,115.8,194.2,212.8,"HNRNPH2","RPL36A-HNRNPH2",NA
"PJA2",379.2,502.7,455.2,491.5,556.2,"PJA2",NA,NA
